src_overtime_event_id,employee_src_id,overtime_date,overtime_hours,overtime_reason_code,overtime_reason_name,approved_flag,source_system,load_dttm,batch_id
OT-0000060,E00017,2024-01-14,5.12,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000061,E00018,2024-07-27,5.98,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000062,E00018,2024-04-18,3.67,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000063,E00018,2024-05-30,1.28,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000064,E00018,2024-11-29,3.29,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000065,E00018,2024-10-16,1.1,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000066,E00018,2024-04-10,2.13,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000067,E00018,2024-10-14,1.78,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000068,E00018,2024-05-20,5.51,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000069,E00019,2024-05-13,4.17,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000070,E00019,2024-07-29,3.94,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000071,E00020,2024-01-25,5.8,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000072,E00020,2024-04-28,5.72,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000073,E00020,2024-12-16,3.8,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000074,E00021,2024-01-25,1.18,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000075,E00023,2024-10-03,3.83,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000076,E00024,2024-11-04,3.68,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000077,E00024,2024-01-30,3.28,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000078,E00024,2024-04-03,2.87,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000079,E00024,2024-04-19,4.61,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000080,E00024,2024-11-23,5.11,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000081,E00024,2024-06-30,1.67,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000082,E00024,2024-12-26,1.42,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000083,E00024,2024-05-28,3.23,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000084,E00025,2024-11-05,2.27,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000085,E00025,2024-02-13,5.37,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000086,E00026,2024-07-26,5.28,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000087,E00026,2024-03-29,3.05,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000088,E00027,2024-02-25,5.63,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000089,E00028,2024-04-14,2.66,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000090,E00028,2024-05-27,2.43,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000091,E00029,2024-02-21,3.33,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000092,E00029,2024-04-06,2.68,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000093,E00029,2024-08-11,4.42,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000094,E00030,2024-03-02,2.69,PROJECT_LOAD,Проектная нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000095,E00031,2024-06-16,5.14,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000096,E00031,2024-08-30,1.54,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000097,E00031,2024-07-17,1.59,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000098,E00031,2024-12-09,2.79,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000099,E00031,2024-05-08,4.52,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000100,E00031,2024-05-19,2.74,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000101,E00031,2024-09-20,5.3,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000102,E00031,2024-12-02,3.27,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000103,E00031,2024-02-29,4.55,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000104,E00031,2024-01-19,2.96,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000105,E00031,2024-01-14,3.8,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000106,E00031,2024-08-05,2.0,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000107,E00032,2024-08-03,4.8,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000108,E00033,2024-02-12,2.82,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000109,E00033,2024-11-22,3.29,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000110,E00033,2024-05-05,1.19,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000111,E00033,2024-11-27,3.86,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000112,E00033,2024-08-13,4.93,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000113,E00033,2024-02-07,4.12,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000114,E00033,2024-04-24,1.29,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000115,E00033,2024-01-26,2.99,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000116,E00034,2024-02-21,4.07,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000117,E00034,2024-02-19,3.91,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000118,E00034,2024-06-16,4.18,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000119,E00034,2024-04-04,5.75,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000120,E00034,2024-02-08,2.4,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000121,E00035,2024-03-14,1.92,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000122,E00035,2024-03-16,2.25,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000123,E00035,2024-07-11,4.05,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000124,E00035,2024-04-06,2.79,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000125,E00035,2024-04-10,1.04,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000126,E00036,2024-02-13,3.27,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000127,E00036,2024-01-29,5.37,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000128,E00036,2024-12-21,5.75,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000129,E00037,2024-04-15,5.01,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000130,E00037,2024-01-07,4.59,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000131,E00037,2024-12-01,1.03,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000132,E00038,2024-01-12,5.84,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000133,E00038,2024-02-27,5.0,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000134,E00038,2024-01-23,5.12,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000135,E00038,2024-07-29,4.11,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000136,E00038,2024-04-22,5.13,PEAK_LOAD,Пиковая нагрузка,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000137,E00040,2024-05-05,1.43,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000138,E00042,2024-08-07,5.55,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000139,E00042,2024-11-25,4.98,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000140,E00042,2024-10-05,4.88,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000141,E00043,2024-04-24,2.36,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000142,E00043,2024-12-30,3.11,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000143,E00043,2024-01-09,2.31,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000144,E00043,2024-07-14,5.91,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000145,E00043,2024-04-24,2.28,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000146,E00044,2024-03-04,2.29,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000147,E00044,2024-09-09,1.15,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000148,E00044,2024-04-22,1.28,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000149,E00044,2024-07-28,3.81,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000150,E00044,2024-10-22,3.12,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000151,E00044,2024-10-30,5.87,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000152,E00044,2024-03-26,3.79,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000153,E00044,2024-05-06,2.59,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000154,E00045,2024-12-15,2.37,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000155,E00045,2024-08-01,2.22,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000156,E00045,2024-02-11,1.79,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000157,E00046,2024-02-20,2.72,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000158,E00046,2024-05-02,1.67,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000159,E00046,2024-12-12,2.67,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000160,E00046,2024-08-04,5.21,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000161,E00046,2024-09-09,1.96,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000162,E00046,2024-05-26,3.99,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000163,E00046,2024-11-14,2.4,STAFF_SHORTAGE,Недостаток персонала,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000164,E00046,2024-12-06,1.12,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000165,E00047,2024-10-30,1.03,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000166,E00047,2024-12-11,3.51,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000167,E00047,2024-11-20,2.5,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000168,E00048,2024-11-16,4.17,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000169,E00049,2024-11-10,2.28,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000170,E00049,2024-03-13,2.73,MONTH_END,Закрытие периода,N,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000171,E00051,2024-11-30,2.39,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000172,E00051,2024-05-18,5.61,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000173,E00051,2024-09-20,3.82,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000174,E00052,2024-02-08,5.53,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000175,E00052,2024-04-18,1.33,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000176,E00052,2024-06-02,1.28,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000177,E00052,2024-04-18,1.61,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000178,E00052,2024-01-12,1.7,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000179,E00052,2024-08-03,1.65,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000180,E00052,2024-11-04,4.31,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000181,E00052,2024-09-14,5.96,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000182,E00053,2024-06-01,4.9,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000183,E00054,2024-10-05,3.53,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000184,E00055,2024-11-20,3.21,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000185,E00055,2024-05-14,5.37,MONTH_END,Закрытие периода,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000186,E00055,2024-06-03,3.29,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000187,E00055,2024-03-03,1.05,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000188,E00055,2024-03-14,2.39,PEAK_LOAD,Пиковая нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000189,E00056,2024-06-22,5.93,STAFF_SHORTAGE,Недостаток персонала,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
OT-0000190,E00056,2024-07-23,1.27,PROJECT_LOAD,Проектная нагрузка,Y,hr_overtime,2024-12-31 10:00:00,hr_batch_001
