src_position_event_id,employee_src_id,position_code,position_name,department_src_id,department_name,event_type_code,event_type_name,grade_code,salary_change_flag,effective_from,effective_to,source_system,load_dttm,batch_id
POS-00018-02,E00018,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0025,Операции 25,HIRE,Приём,M2,N,2021-02-17,2021-12-26,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00018-03,E00018,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0025,Операции 25,TRANSFER,Перевод,M2,Y,2021-12-27,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00019-01,E00019,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0028,Комплаенс 28,TRANSFER,Перевод,G1,Y,2024-06-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00020-01,E00020,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0035,Безопасность 35,HIRE,Приём,M1,N,2020-01-01,2021-02-02,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00020-02,E00020,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0035,Безопасность 35,TRANSFER,Перевод,M1,Y,2021-02-03,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00021-01,E00021,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0033,Операции 33,HIRE,Приём,G1,N,2024-12-15,2025-05-29,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00021-02,E00021,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0033,Операции 33,MOVE,Перемещение,G1,N,2025-05-30,2025-10-08,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00021-03,E00021,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0033,Операции 33,MOVE,Перемещение,G1,N,2025-10-09,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00022-01,E00022,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,MOVE,Перемещение,G1,N,2020-01-01,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00023-01,E00023,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0038,ИТ 38,HIRE,Приём,G2,N,2020-01-01,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00024-01,E00024,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0021,ИТ 21,PROMOTION,Повышение,G1,Y,2021-12-04,2022-10-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00024-02,E00024,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0021,ИТ 21,MOVE,Перемещение,G1,N,2022-10-24,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00025-01,E00025,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0009,ИТ 9,TRANSFER,Перевод,M1,Y,2022-05-13,2023-03-19,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00025-02,E00025,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0009,ИТ 9,TRANSFER,Перевод,M1,Y,2023-03-20,2024-02-26,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00025-03,E00025,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0009,ИТ 9,HIRE,Приём,M1,N,2024-02-27,2025-03-20,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00025-04,E00025,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0009,ИТ 9,TRANSFER,Перевод,M1,Y,2025-03-21,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00026-01,E00026,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0007,Комплаенс 7,HIRE,Приём,G4,N,2020-01-01,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00027-01,E00027,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0016,ИТ 16,TRANSFER,Перевод,M1,Y,2023-02-22,2023-06-27,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00027-02,E00027,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0016,ИТ 16,PROMOTION,Повышение,M1,Y,2023-06-28,2024-04-30,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00027-03,E00027,ИНЖЕНЕР_ИТ,Инженер ИТ,D0016,ИТ 16,TRANSFER,Перевод,M1,Y,2024-05-01,2024-10-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00027-04,E00027,СТАРШИЙ_ИНЖЕНЕР_ИТ,Старший инженер ИТ,D0016,ИТ 16,HIRE,Приём,M1,N,2024-10-13,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00028-01,E00028,ИНЖЕНЕР_ИТ,Инженер ИТ,D0034,ИТ 34,HIRE,Приём,M2,N,2020-01-01,2020-08-11,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00028-02,E00028,ИНЖЕНЕР_ИТ,Инженер ИТ,D0034,ИТ 34,TRANSFER,Перевод,M2,Y,2020-08-12,2021-08-27,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00028-03,E00028,ИНЖЕНЕР_ИТ,Инженер ИТ,D0034,ИТ 34,PROMOTION,Повышение,M2,Y,2021-08-28,2022-10-18,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00028-04,E00028,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0034,ИТ 34,PROMOTION,Повышение,M2,Y,2022-10-19,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00029-01,E00029,ИНЖЕНЕР_ИТ,Инженер ИТ,D0009,ИТ 9,HIRE,Приём,G4,N,2021-12-19,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00030-01,E00030,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0019,Продажи 19,PROMOTION,Повышение,G3,Y,2021-05-12,2022-04-27,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00030-02,E00030,ГЛАВНЫЙ_МЕНЕДЖЕР_ПРОДАЖИ,Главный менеджер по продажам,D0019,Продажи 19,HIRE,Приём,G3,N,2022-04-28,2022-10-28,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00030-03,E00030,РУКОВОДИТЕЛЬ_ГРУППЫ_ПРОДАЖИ,Руководитель группы по продажам,D0019,Продажи 19,PROMOTION,Повышение,G3,Y,2022-10-29,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00031-01,E00031,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0032,Комплаенс 32,TRANSFER,Перевод,G1,Y,2021-10-25,2022-08-10,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00031-02,E00031,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0032,Комплаенс 32,TRANSFER,Перевод,G1,Y,2022-08-11,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00032-01,E00032,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0018,Безопасность 18,TRANSFER,Перевод,G5,Y,2020-01-01,2020-12-03,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00032-02,E00032,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0018,Безопасность 18,TRANSFER,Перевод,G5,Y,2020-12-04,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00033-01,E00033,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0029,ИТ 29,TRANSFER,Перевод,M1,Y,2023-10-18,2024-09-10,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00033-02,E00033,ИНЖЕНЕР_ИТ,Инженер ИТ,D0029,ИТ 29,PROMOTION,Повышение,M1,Y,2024-09-11,2025-06-22,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00033-03,E00033,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0029,ИТ 29,HIRE,Приём,M1,N,2025-06-23,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00034-01,E00034,МЕНЕДЖЕР_КОМПЛАЕНС,Менеджер по комплаенсу,D0003,Комплаенс 3,TRANSFER,Перевод,M1,Y,2023-02-21,2023-07-09,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00034-02,E00034,СПЕЦИАЛИСТ_КОМПЛАЕНС,Специалист по комплаенсу,D0003,Комплаенс 3,HIRE,Приём,M1,N,2023-07-10,2024-02-01,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00034-03,E00034,СТАРШИЙ_ЭКСПЕРТ_КОМПЛАЕНС,Старший эксперт по комплаенсу,D0003,Комплаенс 3,MOVE,Перемещение,M1,N,2024-02-02,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00035-01,E00035,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2020-01-01,2020-09-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00035-02,E00035,ВЕДУЩИЙ_СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Ведущий специалист по безопасности,D0024,Безопасность 24,PROMOTION,Повышение,G5,Y,2020-09-16,2021-06-18,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00035-03,E00035,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0024,Безопасность 24,MOVE,Перемещение,G5,N,2021-06-19,2021-11-17,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00035-04,E00035,СТАРШИЙ_АНАЛИТИК_БЕЗОПАСНОСТЬ,Старший аналитик по безопасности,D0024,Безопасность 24,MOVE,Перемещение,G5,N,2021-11-18,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00036-01,E00036,ИНЖЕНЕР_ИТ,Инженер ИТ,D0023,ИТ 23,HIRE,Приём,G2,N,2023-07-23,2024-04-04,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00036-02,E00036,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0023,ИТ 23,MOVE,Перемещение,G2,N,2024-04-05,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00037-01,E00037,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0012,Операции 12,PROMOTION,Повышение,G2,Y,2023-08-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00038-01,E00038,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0016,ИТ 16,TRANSFER,Перевод,G3,Y,2021-12-28,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00039-01,E00039,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0031,Безопасность 31,MOVE,Перемещение,G5,N,2021-06-30,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00040-01,E00040,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0002,Продажи 2,TRANSFER,Перевод,G3,Y,2021-03-02,2021-09-14,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00040-02,E00040,РУКОВОДИТЕЛЬ_ГРУППЫ_ПРОДАЖИ,Руководитель группы по продажам,D0002,Продажи 2,PROMOTION,Повышение,G3,Y,2021-09-15,2022-06-23,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00040-03,E00040,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0002,Продажи 2,MOVE,Перемещение,G3,N,2022-06-24,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00041-01,E00041,СПЕЦИАЛИСТ_ОПЕРАЦИИ,Специалист операций,D0033,Операции 33,TRANSFER,Перевод,G1,Y,2023-06-26,2024-04-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00041-02,E00041,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0033,Операции 33,MOVE,Перемещение,G1,N,2024-04-13,2024-12-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00041-03,E00041,СТАРШИЙ_СПЕЦИАЛИСТ_ОПЕРАЦИИ,Старший специалист операций,D0033,Операции 33,TRANSFER,Перевод,G1,Y,2024-12-13,2026-01-19,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00041-04,E00041,РУКОВОДИТЕЛЬ_СМЕНЫ_ОПЕРАЦИИ,Руководитель смены операций,D0033,Операции 33,PROMOTION,Повышение,G1,Y,2026-01-20,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00042-01,E00042,ОПЕРАЦИОННЫЙ_МЕНЕДЖЕР_ОПЕРАЦИИ,Операционный менеджер операций,D0012,Операции 12,PROMOTION,Повышение,G4,Y,2021-12-23,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00043-01,E00043,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,HIRE,Приём,G1,N,2024-09-25,2025-06-20,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00043-02,E00043,ГЛАВНЫЙ_МЕНЕДЖЕР_ПРОДАЖИ,Главный менеджер по продажам,D0039,Продажи 39,MOVE,Перемещение,G1,N,2025-06-21,2026-03-12,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00043-03,E00043,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,TRANSFER,Перевод,G1,Y,2026-03-13,2027-05-06,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00043-04,E00043,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0039,Продажи 39,PROMOTION,Повышение,G1,Y,2027-05-07,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00044-01,E00044,ЭКСПЕРТ_КОМПЛАЕНС,Эксперт по комплаенсу,D0028,Комплаенс 28,MOVE,Перемещение,M2,N,2020-01-01,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00045-01,E00045,СПЕЦИАЛИСТ_БЕЗОПАСНОСТЬ,Специалист по безопасности,D0024,Безопасность 24,PROMOTION,Повышение,G5,Y,2023-11-02,2024-03-15,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00045-02,E00045,ГЛАВНЫЙ_ЭКСПЕРТ_БЕЗОПАСНОСТЬ,Главный эксперт по безопасности,D0024,Безопасность 24,HIRE,Приём,G5,N,2024-03-16,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00046-01,E00046,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0008,ИТ 8,PROMOTION,Повышение,G4,Y,2022-05-15,2022-10-29,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00046-02,E00046,ТЕХНИЧЕСКИЙ_ЛИДЕР_ИТ,Технический лидер ИТ,D0008,ИТ 8,PROMOTION,Повышение,G4,Y,2022-10-30,2023-06-30,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00046-03,E00046,СИСТЕМНЫЙ_АНАЛИТИК_ИТ,Системный аналитик ИТ,D0008,ИТ 8,TRANSFER,Перевод,G4,Y,2023-07-01,2024-06-25,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00046-04,E00046,ИНЖЕНЕР_ИТ,Инженер ИТ,D0008,ИТ 8,HIRE,Приём,G4,N,2024-06-26,,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00047-01,E00047,РУКОВОДИТЕЛЬ_ГРУППЫ_ПРОДАЖИ,Руководитель группы по продажам,D0019,Продажи 19,MOVE,Перемещение,G2,N,2020-06-05,2021-06-22,hr_position_history,2024-12-31 10:00:00,hr_batch_001
POS-00047-02,E00047,МЕНЕДЖЕР_ПРОДАЖИ,Менеджер по продажам,D0019,Продажи 19,PROMOTION,Повышение,G2,Y,2021-06-23,2022-01-13,hr_position_history,2024-12-31 10:00:00,hr_batch_001
