src_signal_id,employee_src_id,signal_code,signal_name,signal_group,signal_value_num,signal_value_text,detected_at,signal_status,source_system,load_dttm,batch_id
DS-0000017,E00150,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,0.8543,Подтверждён руководителем,2024-07-25 23:27:25,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000018,E02737,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,0.5941,Нужна дополнительная проверка,2024-09-18 00:48:31,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000019,E00323,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,2.1037,Нужна дополнительная проверка,2024-02-28 00:03:41,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000020,E00305,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.1897,Сигнал выявлен автоматически,2024-11-19 09:12:20,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000021,E00162,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.4853,Нужна дополнительная проверка,2024-11-07 22:45:36,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000022,E00213,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.4935,Сигнал выявлен автоматически,2024-05-29 05:03:42,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000023,E00319,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,3.8539,Подтверждён руководителем,2024-03-22 19:04:03,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000024,E00194,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,4.8379,Требует внимания HRBP,2024-12-06 21:43:18,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000025,E02936,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,2.1797,Подтверждён руководителем,2024-12-17 06:24:20,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000026,E00274,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.5923,Подтверждён руководителем,2024-09-28 03:08:39,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000027,E00298,ROLE_STAGNATION,Карьерная стагнация,CAREER,2.3545,Сигнал выявлен автоматически,2024-10-10 10:34:09,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000028,E00354,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.2646,Подтверждён руководителем,2024-08-28 23:34:45,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000029,E00175,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,3.3752,Нужна дополнительная проверка,2024-01-25 19:12:14,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000030,E00311,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,0.7754,Сигнал выявлен автоматически,2024-05-26 01:30:53,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000031,E00438,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.4353,Сигнал выявлен автоматически,2024-03-22 15:33:20,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000032,E02455,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,3.0446,Нужна дополнительная проверка,2024-12-05 02:49:54,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000033,E00966,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,0.6413,Подтверждён руководителем,2024-01-21 00:53:07,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000034,E00172,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.4812,Сигнал выявлен автоматически,2024-09-27 12:22:13,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000035,E00326,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,3.4953,Требует внимания HRBP,2024-08-24 07:52:43,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000036,E02510,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.4713,Сигнал выявлен автоматически,2024-07-18 01:43:41,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000037,E00352,ROLE_STAGNATION,Карьерная стагнация,CAREER,4.1796,Подтверждён руководителем,2024-12-17 07:15:54,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000038,E00175,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.9253,Сигнал выявлен автоматически,2024-02-04 02:14:23,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000039,E00261,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,3.8452,Нужна дополнительная проверка,2024-04-04 03:37:53,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000040,E02649,ROLE_STAGNATION,Карьерная стагнация,CAREER,3.2045,Подтверждён руководителем,2024-09-30 23:25:23,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000041,E00320,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.0497,Сигнал выявлен автоматически,2024-08-01 03:12:17,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000042,E00249,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.4198,Нужна дополнительная проверка,2024-09-08 01:09:34,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000043,E01925,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.9267,Сигнал выявлен автоматически,2024-10-15 01:37:29,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000044,E00270,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,4.291,Нужна дополнительная проверка,2024-11-08 12:08:40,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000045,E00332,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,4.3494,Подтверждён руководителем,2024-06-02 03:52:12,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000046,E00153,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.8251,Нужна дополнительная проверка,2024-03-05 16:42:18,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000047,E00091,ROLE_STAGNATION,Карьерная стагнация,CAREER,0.7699,Требует внимания HRBP,2024-10-06 20:29:53,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000048,E01056,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,4.6866,Требует внимания HRBP,2024-02-18 08:06:46,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000049,E00683,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,1.7294,Нужна дополнительная проверка,2024-08-11 02:19:28,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000050,E00048,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,4.3715,Нужна дополнительная проверка,2024-01-28 20:32:05,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000051,E01199,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.6982,Требует внимания HRBP,2024-06-28 19:38:22,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000052,E02268,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.4264,Сигнал выявлен автоматически,2024-07-30 16:33:16,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000053,E00006,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.2017,Подтверждён руководителем,2024-11-08 04:18:01,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000054,E00276,ROLE_STAGNATION,Карьерная стагнация,CAREER,2.7825,Нужна дополнительная проверка,2024-11-01 12:05:09,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000055,E00112,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,2.1934,Сигнал выявлен автоматически,2024-11-11 19:34:07,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000056,E00296,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.1393,Требует внимания HRBP,2024-06-13 13:13:16,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000057,E00023,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,1.9553,Нужна дополнительная проверка,2024-12-08 23:32:15,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000058,E00348,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,2.6824,Нужна дополнительная проверка,2024-09-26 00:59:19,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000059,E00079,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,2.9089,Подтверждён руководителем,2024-05-07 04:09:32,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000060,E00147,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.405,Подтверждён руководителем,2024-05-21 03:51:15,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000061,E00226,ROLE_STAGNATION,Карьерная стагнация,CAREER,0.9885,Подтверждён руководителем,2024-03-13 22:20:01,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000062,E00063,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.3395,Сигнал выявлен автоматически,2024-01-20 00:58:57,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000063,E00284,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,4.332,Требует внимания HRBP,2024-04-11 02:45:25,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000064,E02372,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.6973,Требует внимания HRBP,2024-05-21 06:58:43,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000065,E02102,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.8434,Нужна дополнительная проверка,2024-07-13 01:37:55,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000066,E00100,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.7222,Нужна дополнительная проверка,2024-10-03 19:42:36,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000067,E01780,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,0.6557,Подтверждён руководителем,2024-11-23 01:15:56,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000068,E02134,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.4991,Требует внимания HRBP,2024-10-16 04:07:42,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000069,E00331,ROLE_STAGNATION,Карьерная стагнация,CAREER,0.9984,Подтверждён руководителем,2024-11-27 15:21:57,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000070,E02690,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.1105,Сигнал выявлен автоматически,2024-02-20 18:13:04,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000071,E02609,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,2.8587,Нужна дополнительная проверка,2024-09-23 10:24:14,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000072,E02374,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.8529,Нужна дополнительная проверка,2024-12-25 18:24:30,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000073,E02430,ROLE_STAGNATION,Карьерная стагнация,CAREER,3.0919,Требует внимания HRBP,2024-01-29 06:16:49,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000074,E01015,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,0.6962,Подтверждён руководителем,2024-06-16 14:03:37,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000075,E00247,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.2198,Подтверждён руководителем,2024-12-06 17:13:43,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000076,E02921,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.5806,Требует внимания HRBP,2024-04-03 01:01:59,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000077,E00203,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,4.8194,Нужна дополнительная проверка,2024-04-08 04:33:26,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000078,E00634,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.2646,Требует внимания HRBP,2024-06-08 18:01:43,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000079,E00229,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,3.5716,Требует внимания HRBP,2024-10-17 05:07:30,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000080,E02457,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,4.7308,Нужна дополнительная проверка,2024-05-08 10:59:07,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000081,E00134,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,0.5912,Сигнал выявлен автоматически,2024-06-23 18:38:39,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000082,E00104,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,0.885,Подтверждён руководителем,2024-09-29 17:54:12,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000083,E02300,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,3.0978,Нужна дополнительная проверка,2024-04-21 20:28:41,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000084,E01619,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.2409,Подтверждён руководителем,2024-12-14 01:01:26,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000085,E00365,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,3.1145,Нужна дополнительная проверка,2024-02-06 21:54:08,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000086,E00316,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,2.3326,Сигнал выявлен автоматически,2024-03-18 05:22:01,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000087,E00045,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.5012,Нужна дополнительная проверка,2024-08-18 09:12:20,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000088,E01557,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,2.1636,Сигнал выявлен автоматически,2024-01-16 07:35:26,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000089,E02628,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,1.4271,Сигнал выявлен автоматически,2024-08-06 17:30:24,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000090,E02306,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.7408,Сигнал выявлен автоматически,2024-09-28 06:52:26,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000091,E00658,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.7709,Требует внимания HRBP,2024-03-22 08:37:09,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000092,E00114,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,2.0777,Подтверждён руководителем,2024-02-21 10:57:23,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000093,E02580,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,0.8858,Сигнал выявлен автоматически,2024-08-02 16:30:39,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000094,E00538,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,3.7335,Сигнал выявлен автоматически,2024-10-23 16:42:40,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000095,E00195,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,3.9879,Сигнал выявлен автоматически,2024-11-02 09:13:55,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000096,E02547,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,0.6625,Требует внимания HRBP,2024-01-27 23:50:20,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000097,E02133,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.9519,Сигнал выявлен автоматически,2024-01-21 13:05:09,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000098,E01232,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,0.8205,Нужна дополнительная проверка,2024-08-28 02:30:22,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000099,E00302,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.8043,Требует внимания HRBP,2024-09-17 19:39:50,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000100,E00274,ROLE_STAGNATION,Карьерная стагнация,CAREER,1.0018,Требует внимания HRBP,2024-11-25 21:12:11,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000101,E00071,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,4.8009,Нужна дополнительная проверка,2024-06-05 00:48:11,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000102,E00287,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,2.7369,Требует внимания HRBP,2024-02-05 10:31:53,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000103,E00260,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.2523,Требует внимания HRBP,2024-02-07 08:33:06,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000104,E00075,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,2.5501,Требует внимания HRBP,2024-12-11 03:28:49,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000105,E00308,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,2.4921,Сигнал выявлен автоматически,2024-10-29 16:10:27,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000106,E00137,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,1.0508,Сигнал выявлен автоматически,2024-05-04 00:08:15,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000107,E00192,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,3.9224,Подтверждён руководителем,2024-01-24 21:01:34,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000108,E00264,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,3.8718,Сигнал выявлен автоматически,2024-09-02 14:44:57,CLOSED,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000109,E00284,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.0273,Подтверждён руководителем,2024-10-04 12:17:34,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000110,E01010,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,1.6744,Сигнал выявлен автоматически,2024-03-14 07:10:25,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000111,E00456,ROLE_STAGNATION,Карьерная стагнация,CAREER,4.1194,Подтверждён руководителем,2024-02-19 17:27:06,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000112,E00214,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,2.198,Нужна дополнительная проверка,2024-12-13 08:56:24,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000113,E02662,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,3.6117,Подтверждён руководителем,2024-06-19 21:57:47,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000114,E01501,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.8831,Сигнал выявлен автоматически,2024-12-17 19:51:22,PENDING,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000115,E02398,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,1.4426,Нужна дополнительная проверка,2024-03-16 02:40:18,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000116,E00134,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,0.5937,Сигнал выявлен автоматически,2024-01-28 06:27:13,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000117,E00508,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,1.0714,Требует внимания HRBP,2024-02-23 00:18:39,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000118,E00098,MARKET_ACTIVITY,Активность на рынке труда,ATTRITION,4.2674,Подтверждён руководителем,2024-01-23 13:14:55,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000119,E00965,LOW_ENGAGEMENT,Снижение вовлечённости,ENGAGEMENT,4.534,Нужна дополнительная проверка,2024-10-23 10:09:17,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000120,E00024,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,3.0562,Нужна дополнительная проверка,2024-01-14 01:03:24,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000121,E00102,MANAGER_CONFLICT,Конфликт с руководителем,RELATIONS,3.9416,Подтверждён руководителем,2024-08-31 03:15:30,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000122,E01604,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,3.1767,Сигнал выявлен автоматически,2024-04-01 01:56:23,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000123,E00142,ROLE_STAGNATION,Карьерная стагнация,CAREER,4.7629,Требует внимания HRBP,2024-04-20 23:00:56,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
DS-0000124,E00455,COMPENSATION_GAP,Риск из-за уровня компенсации,COMPENSATION,4.8095,Требует внимания HRBP,2024-10-02 12:08:06,ACTIVE,hr_attrition_monitor,2024-12-31 10:00:00,hr_batch_001
