src_card_txn_id,employee_src_id,transaction_dttm,merchant_name,mcc_code,transaction_category,amount_rub,currency_code,country_name,city_name,card_present_flag,reversal_flag,suspicious_flag,source_system,load_dttm,batch_id
CARD-0000040,E00014,2024-06-15 07:33:41,Market24,5732,ELECTRONICS,84771.38,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000041,E00014,2024-04-14 02:35:45,Hotel Plaza,5812,RESTAURANT,4889.92,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000042,E00014,2024-04-22 14:09:26,AeroTickets,5812,RESTAURANT,57417.67,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000043,E00014,2024-01-20 11:56:04,AeroTickets,7011,HOTEL,58457.17,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000044,E00014,2024-05-17 17:32:48,Restaurant Hall,4511,TRAVEL,98407.63,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000045,E00014,2024-07-21 05:34:52,OfficeMarket,5732,ELECTRONICS,9964.93,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000046,E00015,2024-12-23 16:52:04,Market24,7011,HOTEL,116932.6,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000047,E00015,2024-10-12 14:06:06,Market24,5311,RETAIL,57136.24,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000048,E00015,2024-07-17 17:07:55,TechStore,4511,TRAVEL,704.0,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000049,E00016,2024-02-10 21:46:47,AeroTickets,4511,TRAVEL,2235.74,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000050,E00016,2024-01-27 18:24:04,AeroTickets,7011,HOTEL,65826.5,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000051,E00017,2024-09-06 11:16:03,AeroTickets,4511,TRAVEL,64990.72,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000052,E00017,2024-01-07 19:28:25,Market24,5734,SOFTWARE,92278.88,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000053,E00017,2024-01-18 13:38:28,OfficeMarket,5311,RETAIL,77521.51,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000054,E00017,2024-01-22 13:09:50,OfficeMarket,4511,TRAVEL,53268.93,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000055,E00017,2024-09-28 12:53:47,AeroTickets,5311,RETAIL,1272.03,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000056,E00018,2024-11-06 04:12:19,Hotel Plaza,5812,RESTAURANT,47119.56,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000057,E00018,2024-04-12 07:56:29,Market24,5732,ELECTRONICS,63406.25,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000058,E00018,2024-07-26 16:08:54,Hotel Plaza,4511,TRAVEL,98766.87,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000059,E00018,2024-02-25 23:16:21,OfficeMarket,5732,ELECTRONICS,18116.05,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000060,E00018,2024-04-25 23:34:44,TechStore,5734,SOFTWARE,22148.24,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000061,E00018,2024-05-19 14:51:41,Restaurant Hall,5732,ELECTRONICS,37525.24,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000062,E00018,2024-10-31 11:52:34,TaxiGo,5732,ELECTRONICS,108459.06,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000063,E00018,2024-12-10 01:34:41,OfficeMarket,4511,TRAVEL,48722.27,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000064,E00019,2024-05-16 18:04:36,Hotel Plaza,5311,RETAIL,75419.5,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000065,E00019,2024-09-15 08:30:15,SoftCloud,5812,RESTAURANT,47370.31,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000066,E00019,2024-01-25 05:40:02,AeroTickets,5311,RETAIL,69262.0,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000067,E00019,2024-11-14 19:16:33,Hotel Plaza,5311,RETAIL,71821.42,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000068,E00019,2024-09-04 01:22:07,AeroTickets,5812,RESTAURANT,117717.96,RUB,Russia,Moscow,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000069,E00020,2024-03-05 08:14:52,Hotel Plaza,5812,RESTAURANT,78162.72,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000070,E00020,2024-07-06 18:20:47,OfficeMarket,4511,TRAVEL,1521.82,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000071,E00020,2024-02-15 13:33:42,Restaurant Hall,5812,RESTAURANT,27668.66,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000072,E00020,2024-10-11 01:51:37,OfficeMarket,7011,HOTEL,74460.27,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000073,E00020,2024-02-22 16:15:56,OfficeMarket,4511,TRAVEL,36992.95,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000074,E00021,2024-09-13 03:07:30,SoftCloud,4511,TRAVEL,34417.47,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000075,E00021,2024-09-03 19:49:04,TechStore,5812,RESTAURANT,119820.74,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000076,E00022,2024-06-03 10:43:12,SoftCloud,4511,TRAVEL,53877.98,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000077,E00023,2024-02-27 23:38:56,SoftCloud,7011,HOTEL,72106.39,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000078,E00023,2024-12-10 20:38:42,SoftCloud,5734,SOFTWARE,105081.11,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000079,E00024,2024-04-08 11:33:37,AeroTickets,5734,SOFTWARE,26591.62,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000080,E00024,2024-10-10 06:07:30,Hotel Plaza,7011,HOTEL,13139.49,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000081,E00024,2024-09-29 23:43:53,Hotel Plaza,5812,RESTAURANT,88962.79,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000082,E00025,2024-06-11 06:33:09,AeroTickets,5812,RESTAURANT,115174.4,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000083,E00025,2024-01-02 09:43:11,Market24,5734,SOFTWARE,29494.35,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000084,E00025,2024-08-02 14:30:03,TaxiGo,5311,RETAIL,6680.97,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000085,E00026,2024-08-12 02:01:47,Hotel Plaza,4511,TRAVEL,9581.78,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000086,E00026,2024-12-19 17:01:31,TaxiGo,5812,RESTAURANT,1531.6,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000087,E00027,2024-06-13 05:06:03,Market24,4511,TRAVEL,78493.36,RUB,UAE,Dubai,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000088,E00028,2024-01-02 00:25:21,Market24,5311,RETAIL,63212.21,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000089,E00029,2024-09-18 03:58:17,Hotel Plaza,5734,SOFTWARE,17819.3,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000090,E00030,2024-05-09 14:59:07,OfficeMarket,5732,ELECTRONICS,55377.79,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000091,E00030,2024-05-04 01:37:29,Market24,5812,RESTAURANT,36387.81,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000092,E00030,2024-08-21 07:25:16,Hotel Plaza,7011,HOTEL,67309.98,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000093,E00030,2024-02-14 09:15:26,TaxiGo,5812,RESTAURANT,15341.06,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000094,E00030,2024-04-27 11:57:35,AeroTickets,4511,TRAVEL,87915.31,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000095,E00032,2024-09-05 15:50:38,SoftCloud,5311,RETAIL,32125.37,RUB,Turkey,Istanbul,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000096,E00032,2024-03-12 07:38:46,SoftCloud,4511,TRAVEL,48220.93,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000097,E00033,2024-02-27 04:43:55,OfficeMarket,7011,HOTEL,119443.67,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000098,E00034,2024-08-05 00:38:00,AeroTickets,5734,SOFTWARE,85744.33,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000099,E00035,2024-11-20 01:47:41,Restaurant Hall,4511,TRAVEL,115030.1,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000100,E00035,2024-10-11 01:04:57,AeroTickets,5732,ELECTRONICS,83590.96,RUB,Russia,Moscow,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000101,E00035,2024-06-19 23:38:57,AeroTickets,4511,TRAVEL,63622.72,RUB,Russia,Saint Petersburg,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000102,E00035,2024-12-18 12:43:04,Hotel Plaza,5311,RETAIL,113444.69,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000103,E00035,2024-09-08 00:10:22,Market24,4511,TRAVEL,29163.93,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000104,E00036,2024-10-15 19:34:14,OfficeMarket,5732,ELECTRONICS,63699.76,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000105,E00036,2024-07-14 20:50:36,Restaurant Hall,5732,ELECTRONICS,84928.66,RUB,Kazakhstan,Almaty,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000106,E00036,2024-09-11 15:16:41,TechStore,4511,TRAVEL,3347.12,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000107,E00036,2024-04-25 18:13:11,TechStore,5732,ELECTRONICS,35408.17,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000108,E00036,2024-11-30 13:35:58,TaxiGo,5311,RETAIL,34889.68,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000109,E00036,2024-09-28 07:20:45,Market24,4511,TRAVEL,62366.5,RUB,UAE,Dubai,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000110,E00036,2024-12-09 21:28:28,AeroTickets,5734,SOFTWARE,17611.9,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000111,E00036,2024-11-06 22:39:57,TechStore,5812,RESTAURANT,8131.43,RUB,UAE,Dubai,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000112,E00037,2024-12-06 22:00:42,TechStore,7011,HOTEL,72575.1,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000113,E00037,2024-01-09 04:35:43,Hotel Plaza,4511,TRAVEL,69532.74,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000114,E00037,2024-12-05 20:11:34,SoftCloud,5732,ELECTRONICS,9471.29,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000115,E00038,2024-06-09 04:44:00,SoftCloud,7011,HOTEL,43082.01,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000116,E00038,2024-11-26 14:29:51,TechStore,4511,TRAVEL,6373.32,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000117,E00038,2024-10-20 21:36:03,TechStore,4511,TRAVEL,19800.29,RUB,Kazakhstan,Almaty,Y,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000118,E00038,2024-09-17 14:02:26,OfficeMarket,7011,HOTEL,40097.21,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000119,E00038,2024-01-10 20:26:21,TaxiGo,4511,TRAVEL,79118.77,RUB,Kazakhstan,Almaty,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000120,E00038,2024-06-22 02:41:03,Restaurant Hall,5311,RETAIL,35099.1,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000121,E00038,2024-06-16 00:11:32,TechStore,5734,SOFTWARE,81499.85,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000122,E00038,2024-01-14 18:29:57,Restaurant Hall,4511,TRAVEL,118132.46,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000123,E00039,2024-07-05 22:27:21,Market24,5734,SOFTWARE,41523.49,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000124,E00039,2024-10-11 11:31:26,Hotel Plaza,5732,ELECTRONICS,55041.82,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000125,E00039,2024-10-04 22:42:33,Market24,5311,RETAIL,61380.59,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000126,E00039,2024-07-31 13:11:05,Market24,5732,ELECTRONICS,57668.57,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000127,E00039,2024-02-05 12:37:42,Market24,7011,HOTEL,34094.65,RUB,Turkey,Istanbul,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000128,E00039,2024-08-06 08:05:54,Restaurant Hall,5311,RETAIL,26196.68,RUB,Russia,Kazan,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000129,E00039,2024-04-30 19:21:58,AeroTickets,5732,ELECTRONICS,101398.21,RUB,UAE,Dubai,Y,Y,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000130,E00039,2024-02-24 03:39:51,OfficeMarket,5311,RETAIL,8021.65,RUB,Kazakhstan,Almaty,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000131,E00040,2024-10-29 00:34:20,Market24,4511,TRAVEL,19491.74,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000132,E00040,2024-12-03 06:59:15,OfficeMarket,5311,RETAIL,73543.51,RUB,Russia,Kazan,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000133,E00040,2024-03-14 01:42:51,TechStore,7011,HOTEL,16732.22,RUB,Turkey,Istanbul,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000134,E00040,2024-10-16 11:28:00,AeroTickets,5734,SOFTWARE,67946.78,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000135,E00040,2024-01-30 16:51:02,Market24,5732,ELECTRONICS,33340.81,RUB,Russia,Saint Petersburg,N,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000136,E00040,2024-05-04 04:33:55,Hotel Plaza,4511,TRAVEL,31819.46,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000137,E00040,2024-12-16 13:58:37,TaxiGo,5812,RESTAURANT,24926.4,RUB,UAE,Dubai,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000138,E00040,2024-09-28 10:12:05,OfficeMarket,4511,TRAVEL,98571.93,RUB,Russia,Moscow,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000139,E00041,2024-10-17 01:14:20,SoftCloud,5311,RETAIL,54147.66,RUB,Russia,Saint Petersburg,N,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000140,E00041,2024-03-21 18:51:11,TaxiGo,4511,TRAVEL,35543.85,RUB,Turkey,Istanbul,N,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000141,E00041,2024-02-29 10:08:55,TaxiGo,5734,SOFTWARE,10544.23,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000142,E00042,2024-02-20 15:11:56,Restaurant Hall,5734,SOFTWARE,86044.77,RUB,Kazakhstan,Almaty,Y,N,Y,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000143,E00042,2024-11-07 17:40:37,OfficeMarket,4511,TRAVEL,102667.12,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000144,E00042,2024-06-05 19:09:37,Market24,5311,RETAIL,9613.94,RUB,Russia,Saint Petersburg,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000145,E00043,2024-01-02 21:33:28,AeroTickets,7011,HOTEL,26238.2,RUB,UAE,Dubai,Y,Y,N,finance_card,2024-12-31 12:00:00,finance_batch_001
CARD-0000146,E00043,2024-03-06 12:17:21,TechStore,5812,RESTAURANT,70317.67,RUB,Russia,Moscow,Y,N,N,finance_card,2024-12-31 12:00:00,finance_batch_001
